City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,kavieng,-2.5744,150.7967,28.53,73,45,3.35,PG,1686350437
294,holmen,43.9633,-91.2562,28.88,33,0,3.6,US,1686350437
295,saint-leu,-21.15,55.2833,22.46,84,1,0.68,RE,1686350437
296,pampierstad,-27.7832,24.6877,8.09,61,0,2.16,ZA,1686350437
297,greymouth,-42.4667,171.2,8.35,53,5,2.07,NZ,1686350439
298,tazacorte,28.629,-17.9293,20.54,92,0,3.09,ES,1686350439
299,naama,33.2667,-0.3167,20.63,61,100,8.29,DZ,1686350440
300,korla,41.7597,86.1469,25.85,25,61,3.52,CN,1686350440
301,magadan,59.5667,150.8,18.63,82,20,2.69,RU,1686350441
302,malango,-2.9627,119.9001,19.08,94,59,0.93,ID,1686350441
303,guerrero negro,27.9769,-114.0611,19.83,60,46,8.62,MX,1686350441
304,port alfred,-33.5906,26.891,11.77,88,27,2.24,ZA,1686350442
305,soligalich,59.0778,42.2864,3.55,86,75,3.09,RU,1686350442
306,murray bridge,-35.1167,139.2667,12.29,82,7,2.56,AU,1686350442
307,tayoltita,24.0833,-105.9333,33.45,20,10,3.25,MX,1686350443
308,puerto aysen,-45.4,-72.7,2.68,99,97,1.75,CL,1686350443
309,rampur,28.8167,79.0333,30.1,22,0,2.14,IN,1686350443
310,kone,-21.0595,164.8658,23.09,64,71,2.37,NC,1686350444
311,el granada,37.5027,-122.4694,23.24,67,40,9.26,US,1686350444
312,alaghsas,17.0187,8.0168,30.03,41,43,4.32,NE,1686350444
313,peoria heights,40.7473,-89.574,26.73,33,62,0.61,US,1686350445
314,tocopilla,-22.092,-70.1979,17.9,77,23,3.92,CL,1686350445
315,al lagowa,11.4,29.1333,29.14,54,99,1.74,SD,1686350445
316,bamboo flat,11.7,92.7167,28.05,78,100,4.12,IN,1686350446
317,diamantino,-14.4086,-56.4461,27.29,45,33,1.73,BR,1686350446
318,flying fish cove,-10.4217,105.6791,24.82,88,100,4.12,CX,1686350446
319,odda,60.0691,6.5457,15.26,69,99,1.98,NO,1686350446
320,ostersund,63.1792,14.6357,12.25,35,94,7.72,SE,1686350447
321,remire-montjoly,4.9167,-52.2667,26.02,89,0,1.03,GF,1686350447
322,laojunmiao,39.8333,97.7333,20.29,15,100,1.57,CN,1686350447
323,okhotsk,59.3833,143.3,10.43,75,97,3.92,RU,1686350448
324,kidal,18.4411,1.4078,35.4,11,10,4.28,ML,1686350448
325,happy valley-goose bay,53.3168,-60.3315,15.17,55,75,4.12,CA,1686350448
326,youhao,47.8667,128.8333,14.6,94,100,1.8,CN,1686350449
327,barras,-4.2444,-42.2944,26.02,72,34,2.73,BR,1686350449
328,nampula,-15.1165,39.2666,19.97,88,0,3.6,MZ,1686350449
329,castlemaine,-37.0667,144.2167,7.38,90,34,1.61,AU,1686350449
330,mubende,0.5606,31.39,15.23,86,63,0.51,UG,1686350450
331,constitucion,-35.3333,-72.4167,10.41,57,78,2.56,CL,1686350450
332,caleta de carquin,-11.0925,-77.6267,21.41,78,14,5.74,PE,1686350451
333,dwarka,22.2394,68.9678,28.94,87,8,5.88,IN,1686350451
334,wewak,-3.5534,143.6268,26.93,85,91,1.7,PG,1686350451
335,khash,28.2211,61.2158,24.07,34,7,2.84,IR,1686350452
336,sitka,57.0531,-135.33,11.94,87,100,5.14,US,1686350452
337,thunder bay,48.4001,-89.3168,26.95,36,100,3.09,CA,1686350400
338,salekhard,66.53,66.6019,7.29,52,61,3.36,RU,1686350453
339,novodvinsk,64.4165,40.8122,3.62,84,72,4.5,RU,1686350453
340,cape coast,5.1053,-1.2466,26.17,82,35,5.66,GH,1686350453
341,cabo san lucas,22.8909,-109.9124,32.01,57,0,4.12,MX,1686350275
342,tazovsky,67.4667,78.7,2.95,69,25,3.59,RU,1686350454
343,sao miguel do araguaia,-13.275,-50.1628,26.18,44,28,1.23,BR,1686350454
344,fortuna,40.5982,-124.1573,15.52,90,100,5.14,US,1686350454
345,coruripe,-10.1256,-36.1756,23.98,89,6,3.77,BR,1686350184
346,sechura,-5.5569,-80.8222,26.4,63,30,7.46,PE,1686350455
347,labasa,-16.4167,179.3833,26.73,73,41,2.57,FJ,1686350455
348,kangayam,11.0,77.5667,24.93,79,90,7.8,IN,1686350456
349,northam,51.0333,-4.2167,20.14,83,98,6.12,GB,1686350456
350,bosaso,11.2842,49.1816,33.33,47,79,5.36,SO,1686350456
351,chabahar,25.2919,60.643,30.37,66,0,2.09,IR,1686350457
352,north bay,46.3168,-79.4663,20.62,62,75,2.06,CA,1686350455
353,dudinka,69.4058,86.1778,2.57,62,33,3.86,RU,1686350457
354,coron,11.9986,120.2043,27.04,87,100,4.36,PH,1686350458
355,bayanhongor,46.7167,100.1167,12.3,59,55,1.05,MN,1686350458
356,fale old settlement,-9.3852,-171.2468,28.6,79,27,6.55,TK,1686350458
357,natal,-5.795,-35.2094,23.36,100,75,5.14,BR,1686350017
358,keyser,39.4409,-78.9739,21.25,48,55,0.45,US,1686350385
359,chos malal,-37.3781,-70.2709,5.64,60,39,5.01,AR,1686350459
360,zaysan,47.4667,84.8667,22.56,29,7,2.82,KZ,1686350460
361,pariaman,-0.619,100.12,24.56,84,98,1.81,ID,1686350460
362,edna,28.9786,-96.6461,33.93,70,24,3.87,US,1686350453
363,muskegon,43.3,-86.1334,24.19,39,40,3.6,US,1686350277
364,qui nhon,13.7667,109.2333,28.28,72,100,5.51,VN,1686350461
365,zag,46.9441,99.165,13.25,61,25,0.92,MN,1686350461
366,raichur,16.2,77.3667,28.02,56,92,4.26,IN,1686350359
367,kristiansund,63.1115,7.732,14.36,47,15,1.54,NO,1686350462
368,kolonia,50.9333,6.95,22.36,59,0,4.12,DE,1686350366
369,hluti,-27.2167,31.6167,13.63,94,1,1.57,SZ,1686350462
370,kerman,30.2832,57.0788,13.92,77,0,0.0,IR,1686350463
371,dryden,49.7833,-92.7503,20.16,77,40,5.14,CA,1686350463
372,sentjernej,45.84,15.3361,17.75,94,21,1.03,SI,1686350463
373,zacatepec,18.65,-99.2,38.69,22,12,3.52,MX,1686350464
374,east london,-33.0153,27.9116,15.29,67,11,8.28,ZA,1686350464
375,kifri,34.6959,44.9661,31.73,20,50,2.59,IQ,1686350464
376,alofi,-19.0595,-169.9187,27.94,78,3,3.6,NU,1686350465
377,khor,47.8861,134.9464,13.89,95,100,2.42,RU,1686350465
378,hirara,24.8,125.2833,26.92,100,100,3.6,JP,1686350465
379,kamenica,50.8333,12.9167,16.64,84,27,1.99,DE,1686350466
380,ola,59.5833,151.2833,18.97,83,15,2.31,RU,1686350467
381,tamanrasset,22.785,5.5228,27.95,10,0,2.06,DZ,1686350467
382,sao vicente,-23.9631,-46.3919,27.1,26,0,2.71,BR,1686350467
383,chilca,-12.5211,-76.7372,19.61,84,41,4.57,PE,1686350468
384,morant bay,17.8815,-76.4093,29.84,86,70,4.42,JM,1686350468
385,ejura,7.3856,-1.3562,23.27,96,91,2.94,GH,1686350468
386,saint-pierre,-21.3393,55.4781,21.82,73,0,3.09,RE,1686350469
387,howard springs,-12.497,131.047,22.95,63,20,4.38,AU,1686350469
388,general villegas,-35.0328,-63.0125,12.24,22,100,1.89,AR,1686350469
389,iranduba,-3.2847,-60.1861,29.18,85,37,1.53,BR,1686350470
390,kourou,5.1552,-52.6478,26.03,89,32,2.32,GF,1686350471
391,papao,-17.75,-149.55,28.82,69,50,7.65,PF,1686350471
392,san felipe,10.3399,-68.7425,25.78,76,99,1.49,VE,1686350471
393,kargasok,59.0556,80.8572,9.94,65,30,2.53,RU,1686350471
394,vorkuta,67.5,64.0,8.02,49,100,7.54,RU,1686350472
395,owando,-0.4819,15.8999,21.4,97,100,0.54,CG,1686350472
396,vila velha,-20.3297,-40.2925,22.97,87,0,3.6,BR,1686350265
397,sanibel,26.449,-82.0223,31.7,69,1,2.24,US,1686350473
398,la rioja,42.25,-2.5,12.88,79,8,3.56,ES,1686350473
399,tanjung pandan,-2.75,107.65,24.97,88,54,3.17,ID,1686350473
400,naze,28.3667,129.4833,23.51,87,100,3.68,JP,1686350474
401,benjamin constant,-4.3831,-70.0311,26.07,88,40,1.03,BR,1686350474
402,hoa binh,20.8133,105.3383,25.78,87,56,1.39,VN,1686350474
403,deschutes river woods,43.9915,-121.3584,20.33,48,40,6.69,US,1686350475
404,port said,31.2565,32.2841,23.99,83,40,4.63,EG,1686350475
405,kudahuvadhoo,2.6708,72.8944,27.78,78,80,2.1,MV,1686350475
406,whakatane,-37.9585,176.9854,14.73,72,12,2.24,NZ,1686350476
407,santa ana,33.7456,-117.8678,24.97,71,100,4.12,US,1686350267
408,maintirano,-18.0667,44.0167,22.08,88,0,2.97,MG,1686350476
409,jiazi,22.8779,116.067,27.85,81,88,1.3,CN,1686350476
410,tralee,52.2704,-9.7026,15.75,85,100,2.57,IE,1686350477
411,cascais,38.6979,-9.4215,20.28,93,98,6.26,PT,1686350477
412,zhaqsy,51.9083,67.3133,12.89,72,20,2.66,KZ,1686350477
413,greenville,35.6127,-77.3663,27.09,38,0,1.54,US,1686350247
414,merizo village,13.2658,144.6691,29.99,81,100,2.96,GU,1686350478
415,santiago de cao,-7.9589,-79.2392,21.97,84,9,5.76,PE,1686350478
416,anatuya,-28.4606,-62.8347,20.18,58,55,8.9,AR,1686350479
417,acarau,-2.8856,-40.12,26.04,87,4,7.22,BR,1686350479
418,newman,37.3138,-121.0208,31.14,47,71,2.24,US,1686350479
419,kailua-kona,19.6406,-155.9956,28.98,79,75,4.12,US,1686350321
420,egilsstadir,65.2653,-14.3948,12.95,62,75,8.23,IS,1686350480
421,miandrivazo,-19.5167,45.4667,21.98,69,19,1.01,MG,1686350480
422,hilo,19.7297,-155.09,30.16,66,20,5.14,US,1686350325
423,ujae,8.9322,165.7642,28.44,78,100,7.66,MH,1686350481
424,gadzhiyevo,69.2551,33.3362,4.12,77,100,7.34,RU,1686350481
425,tindouf,27.6711,-8.1474,24.25,38,0,10.29,DZ,1686350482
426,mournies,35.4764,24.0092,21.57,83,20,2.06,GR,1686350482
427,rio casca,-20.2261,-42.6508,18.4,70,0,0.71,BR,1686350385
428,envira,-7.3,-70.2167,23.63,97,25,0.35,BR,1686350483
429,grand baie,-20.0182,57.5802,23.58,76,6,7.43,MU,1686350483
430,petropavlovsk-kamchatsky,53.0452,158.6483,17.33,48,0,3.0,RU,1686350484
431,tyniste nad orlici,50.1514,16.0777,16.74,97,84,1.57,CZ,1686350485
432,pionerskiy,54.9508,20.2275,16.91,57,97,7.77,RU,1686350485
433,quellon,-43.1167,-73.6167,5.14,93,100,1.03,CL,1686350486
434,tanumah,27.1,44.1333,32.53,16,3,1.51,SA,1686350486
435,manacapuru,-3.2997,-60.6206,25.9,84,42,2.22,BR,1686350486
436,santa rosa de lima,13.6247,-87.8936,33.0,68,98,2.6,SV,1686350487
437,tobelo,1.7284,128.0095,27.24,81,78,1.65,ID,1686350487
438,chernyshevsk,52.5243,117.0174,16.55,63,64,4.35,RU,1686350487
439,ramtek,21.4,79.3333,31.42,30,68,2.13,IN,1686350488
440,morehead city,34.7229,-76.726,25.01,62,0,4.12,US,1686350196
441,tocache,-8.1842,-76.5125,24.3,87,40,0.75,PE,1686350488
442,zurrieq,35.8311,14.4742,21.65,88,0,3.6,MT,1686350489
443,rengasdengklok,-6.1592,107.2981,25.07,87,8,1.6,ID,1686350489
444,kirensk,57.7853,108.1119,17.67,78,99,1.72,RU,1686350489
445,al matlin,37.2452,10.05,22.77,90,92,3.13,TN,1686350490
446,argo,37.6333,22.7333,20.99,70,76,1.58,GR,1686350490
447,humble,29.9988,-95.2622,36.21,57,40,2.57,US,1686350491
448,arraial do cabo,-22.9661,-42.0278,20.92,88,0,2.57,BR,1686350491
449,ambatofinandrahana,-20.55,46.8,14.37,76,65,1.04,MG,1686350491
450,bubaque,11.2833,-15.8333,27.54,79,57,6.84,GW,1686350492
451,tamarin,-20.3256,57.3706,23.62,82,6,4.33,MU,1686350492
452,dalandzadgad,43.5708,104.425,20.0,34,75,1.33,MN,1686350493
453,chui,-33.6971,-53.4616,14.73,88,100,4.08,UY,1686350493
454,opole,50.5,18.0,15.78,94,100,1.78,PL,1686350493
455,san antonio oeste,-40.7319,-64.9477,12.73,32,40,10.38,AR,1686350298
456,trogir,43.5125,16.2517,22.03,68,0,4.12,HR,1686350494
457,kenora,49.8167,-94.4337,20.54,68,75,2.57,CA,1686350342
458,mwinilunga,-11.7358,24.4293,17.82,44,60,1.22,ZM,1686350494
459,kutum,14.2,24.6667,24.87,58,100,3.24,SD,1686350495
460,tadine,-21.55,167.8833,22.76,57,14,4.78,NC,1686350495
461,busselton,-33.65,115.3333,16.15,66,68,5.44,AU,1686350424
462,purwodadi,-7.0868,110.9158,22.39,93,10,2.4,ID,1686350496
463,mogocha,53.7333,119.7667,14.35,84,65,1.41,RU,1686350496
464,mastic beach,40.7668,-72.8521,20.99,75,40,6.26,US,1686350497
465,vuktyl,63.8567,57.3094,10.38,60,97,5.67,RU,1686350497
466,serhetabat,35.2799,62.3438,22.19,42,33,5.97,TM,1686350497
467,villa regina,-39.1,-67.0667,9.43,25,15,9.84,AR,1686350498
468,viransehir,37.2353,39.7631,22.89,44,16,3.02,TR,1686350498
469,gemena,3.25,19.7667,20.71,99,100,0.65,CD,1686350498
470,sao felix do xingu,-6.6447,-51.995,26.75,68,77,1.04,BR,1686350498
471,murghob,38.1702,73.9667,7.77,45,5,1.76,TJ,1686350499
472,luanda,-8.8368,13.2343,23.0,88,40,2.57,AO,1686350499
473,exeter,50.7236,-3.5275,18.06,81,0,0.51,GB,1686350499
474,alo,7.4178,6.7371,23.4,97,99,1.34,NG,1686350500
475,boshan,36.4833,117.8333,21.53,40,100,3.74,CN,1686350500
476,xilin hot,43.9667,116.0333,11.74,64,76,3.39,CN,1686350500
477,port-vila,-17.7338,168.3219,24.78,65,20,3.6,VU,1686350501
478,hawera,-39.5917,174.2833,10.62,66,0,1.52,NZ,1686350501
479,quebo,11.3333,-14.9333,26.73,79,18,2.32,GW,1686350501
480,nema,57.5067,50.5011,9.09,97,84,3.1,RU,1686350501
481,attapeu,14.8,106.8333,23.92,99,100,0.4,LA,1686350502
482,barvinkove,48.9097,37.0205,18.64,67,94,3.01,UA,1686350502
483,shakawe,-18.3667,21.85,16.68,34,8,1.34,BW,1686350503
484,tsiombe,-25.3,45.4833,18.87,92,0,1.45,MG,1686350503
485,whitby,54.4877,-0.615,11.11,88,16,0.45,GB,1686350500
486,mandalgovi,45.7625,106.2708,16.16,44,21,4.28,MN,1686350504
487,monticello,45.3055,-93.7941,29.1,29,0,2.06,US,1686350272
488,zamboanguita,9.1025,123.1996,25.66,89,100,5.31,PH,1686350504
489,tateyama,34.9833,139.8667,20.95,88,100,1.88,JP,1686350504
490,puerto armuelles,8.2833,-82.8667,27.87,88,100,2.24,PA,1686350505
491,rio preto da eva,-2.6994,-59.6997,24.3,95,86,1.46,BR,1686350505
492,kudat,6.8837,116.8477,24.96,94,20,0.51,MY,1686350505
493,nainpur,22.4333,80.1167,30.15,32,29,1.45,IN,1686350506
494,uyar,55.81,94.3153,17.45,89,82,4.37,RU,1686350507
495,conception bay south,47.4999,-52.9981,8.58,96,100,2.44,CA,1686350325
496,north platte,41.1239,-100.7654,24.94,44,75,6.17,US,1686350508
497,trancas,-26.2314,-65.2803,20.7,65,0,1.87,AR,1686350508
498,mar del plata,-38.0023,-57.5575,10.61,59,0,3.13,AR,1686350508
499,lagoa,39.05,-27.9833,17.45,73,10,5.96,PT,1686350509
500,tweed heads,-28.1817,153.547,17.78,94,0,1.54,AU,1686350430
501,saint-philippe,-21.3585,55.7679,21.77,82,37,4.85,RE,1686350510
502,badou,7.5833,0.6,22.64,94,74,1.28,TG,1686350510
503,castillos,-34.1667,-53.8333,13.34,85,100,5.44,UY,1686350510
504,paimpol,48.7784,-3.0438,19.8,99,100,2.75,FR,1686350511
505,macapa,0.0389,-51.0664,28.99,89,40,3.6,BR,1686350511
506,vilyuchinsk,52.9306,158.4028,18.15,59,43,3.24,RU,1686350511
507,roma,43.2128,-75.4557,17.12,82,75,1.54,US,1686350331
508,kirakira,-10.4544,161.9205,27.94,77,89,2.37,SB,1686350512
509,pangkalanbuun,-2.6833,111.6167,23.28,92,90,0.92,ID,1686350512
510,crookston,47.7741,-96.6081,27.49,50,0,3.09,US,1686350513
511,tranqueras,-31.2,-55.75,19.43,84,85,1.1,UY,1686350513
512,matthew town,20.95,-73.6667,28.95,72,36,3.0,BS,1686350513
513,dauphin,51.1494,-100.0502,22.08,46,20,7.72,CA,1686350477
514,ust'-uda,54.1742,103.0304,19.31,60,45,1.63,RU,1686350514
515,kalmunai,7.4167,81.8167,26.49,81,100,2.17,LK,1686350514
516,pacific grove,36.6177,-121.9166,21.88,75,20,4.63,US,1686350514
517,lobujya,27.95,86.8167,-4.75,72,21,0.9,NP,1686350515
518,richards bay,-28.783,32.0377,18.14,80,27,2.32,ZA,1686350515
519,naliya,23.2667,68.8333,28.06,82,2,4.34,IN,1686350515
520,terrace,54.5163,-128.6035,25.95,29,75,2.57,CA,1686350251
521,barkly west,-28.5354,24.5215,4.6,63,0,1.84,ZA,1686350516
522,port hedland,-20.3167,118.5667,18.03,45,99,2.57,AU,1686350516
523,andergrove,-21.0833,149.1833,20.91,77,1,6.55,AU,1686350516
524,margate,51.3813,1.3862,16.61,87,19,3.13,GB,1686350517
525,polyarnyy,69.1989,33.4478,4.26,78,100,7.25,RU,1686350517
526,kashgar,39.4547,75.9797,23.56,20,0,2.0,CN,1686350518
527,santa marta,11.2408,-74.199,31.03,74,20,4.12,CO,1686350518
528,winnipeg,49.8844,-97.147,26.12,42,40,8.23,CA,1686350031
529,alice springs,-23.7,133.8833,1.75,75,0,0.0,AU,1686350519
530,ejea de los caballeros,42.1263,-1.1372,18.12,66,38,2.03,ES,1686350519
531,uige,-7.6087,15.0613,19.52,97,99,0.62,AO,1686350519
532,yuzhno-kurilsk,44.0306,145.8556,9.0,96,100,3.97,RU,1686350520
533,parkersburg,39.2667,-81.5615,25.34,39,40,2.24,US,1686350225
534,trairi,-3.2778,-39.2689,25.22,90,2,4.44,BR,1686350521
535,la'ie,21.6477,-157.9253,30.98,68,45,6.85,US,1686350521
536,langsa,4.4683,97.9683,23.68,96,100,1.43,ID,1686350521
537,castelnovo ne'monti,44.4356,10.4033,17.24,95,100,2.1,IT,1686350522
538,zaragoza,41.6561,-0.8773,21.56,55,20,1.79,ES,1686350522
539,arawa,-6.2132,155.5367,29.19,73,80,1.28,PG,1686350522
540,wagar,16.1525,36.2032,34.25,32,59,7.5,SD,1686350523
541,nguti,5.3299,9.4185,23.35,94,100,0.8,CM,1686350523
542,yorkton,51.2167,-102.4677,21.91,46,0,7.2,CA,1686350322
543,cherdyn',60.403,56.4787,10.55,81,94,5.29,RU,1686350524
544,lionel town,17.8101,-77.2406,29.94,88,100,4.64,JM,1686350524
545,faya-largeau,17.9257,19.1043,32.74,40,85,6.24,TD,1686350525
546,miles city,46.4083,-105.8406,23.54,64,0,4.12,US,1686350525
547,isangel,-19.55,169.2667,22.9,67,39,5.78,VU,1686350525
548,los angeles,34.0522,-118.2437,23.84,69,100,6.17,US,1686350423
549,north bend,43.4065,-124.2243,16.26,77,100,3.09,US,1686350526
550,christchurch,-43.5333,172.6333,10.53,93,100,1.54,NZ,1686349941
551,aguas vermelhas,-15.7472,-41.46,20.45,76,98,1.9,BR,1686350526
552,xining,36.6167,101.7667,12.7,55,77,1.0,CN,1686350527
553,savelugu,9.6244,-0.8253,23.98,90,96,6.68,GH,1686350527
554,consett,54.854,-1.8316,9.53,87,43,1.02,GB,1686350528
555,charters towers,-20.1,146.2667,20.82,62,71,4.42,AU,1686350528
556,prado,-17.3411,-39.2208,22.23,89,25,1.66,BR,1686350529
557,pinotepa nacional,16.3167,-98.0167,30.56,63,68,4.35,MX,1686350529
558,berezovyy,51.6667,135.7,21.14,62,62,1.07,RU,1686350529
559,la romana,18.4273,-68.9728,29.2,84,20,2.57,DO,1686350530
560,regina,50.4501,-104.6178,25.06,42,20,6.17,CA,1686350244
561,chimore,-16.9833,-65.1333,24.64,77,98,1.12,BO,1686350531
562,voznesenskoye,54.89,42.7569,9.41,90,15,3.15,RU,1686350531
563,kapan,39.2075,46.4058,16.79,73,85,2.2,AM,1686350531
564,ugoofaaru,5.6667,73.0,28.34,79,100,5.95,MV,1686350532
565,lompoc,34.6391,-120.4579,20.94,82,100,3.6,US,1686350532
566,luderitz,-26.6481,15.1594,12.97,79,0,3.29,NA,1686350532
567,zinjibar,13.1287,45.3807,32.49,59,90,2.55,YE,1686350533
568,i-n-salah,27.1935,2.4607,35.84,15,25,5.21,DZ,1686350533
569,bordighera,43.7806,7.6645,20.97,96,75,0.89,IT,1686350533
570,verdal,63.7933,11.4817,12.02,63,55,1.75,NO,1686350534
571,sao joao da barra,-21.6403,-41.0511,22.05,84,0,6.12,BR,1686350534
572,fort mcmurray,56.7268,-111.381,26.77,31,0,4.63,CA,1686350413
573,nguigmi,14.2495,13.1092,28.71,56,87,5.85,NE,1686350535
574,chibougamau,49.9168,-74.3659,17.79,45,40,1.54,CA,1686350376
575,arkhara,49.4212,130.0842,15.14,89,100,3.58,RU,1686350535
576,kroya,-7.6331,109.2461,23.68,89,50,2.03,ID,1686350536
577,mlimba,-8.8,35.8167,20.26,88,83,1.09,TZ,1686350536
578,nabire,-3.3667,135.4833,26.49,88,97,0.91,ID,1686350536
579,sanctuary point,-35.1114,150.629,12.77,54,6,2.54,AU,1686350537
580,hempstead,40.7062,-73.6187,21.84,69,75,3.6,US,1686350537
581,carolina beach,34.0352,-77.8936,26.16,57,14,2.88,US,1686350538
582,gurun,5.8172,100.4738,25.88,94,97,0.97,MY,1686350538
583,katsuren-haebaru,26.3369,127.8719,27.21,100,100,4.12,JP,1686350539
584,as salamiyah,35.0113,37.0532,23.22,41,54,0.83,SY,1686350539
